 CHR_A         BP_A        SNP_A      MAF_A  CHR_B         BP_B        SNP_B      MAF_B           R2 
     6     14744856   6:14744856  0.0819672      6     14001130   6:14001130   0.360656    0.0503663 
     6     14744856   6:14744856  0.0819672      6     14001171   6:14001171  0.0819672    0.0165306 
     6     14744856   6:14744856  0.0819672      6     14002448   6:14002448   0.360656    0.0503663 
     6     14744856   6:14744856  0.0819672      6     14002945   6:14002945   0.409836    0.0133492 
     6     14744856   6:14744856  0.0819672      6     14002949   6:14002949   0.409836    0.0133492 
     6     14744856   6:14744856  0.0819672      6     14003086   6:14003086  0.0655738   0.00626566 
     6     14744856   6:14744856  0.0819672      6     14003516   6:14003516   0.409836    0.0133492 
     6     14744856   6:14744856  0.0819672      6     14003685   6:14003685  0.0819672   0.00797194 
     6     14744856   6:14744856  0.0819672      6     14003815   6:14003815   0.409836    0.0133492 
     6     14744856   6:14744856  0.0819672      6     14004028   6:14004028   0.393443    0.0159628 
     6     14744856   6:14744856  0.0819672      6     14004115   6:14004115   0.393443    0.0159628 
     6     14744856   6:14744856  0.0819672      6     14004731   6:14004731  0.0819672   0.00797194 
     6     14744856   6:14744856  0.0819672      6     14004755   6:14004755   0.409836    0.0133492 
     6     14744856   6:14744856  0.0819672      6     14005096   6:14005096  0.0819672   0.00797194 
     6     14744856   6:14744856  0.0819672      6     14005176   6:14005176  0.0819672    0.0165306 
     6     14744856   6:14744856  0.0819672      6     14005243   6:14005243   0.409836    0.0133492 
     6     14744856   6:14744856  0.0819672      6     14009102   6:14009102  0.0819672    0.0165306 
     6     14744856   6:14744856  0.0819672      6     14009561   6:14009561  0.0819672   0.00797194 
     6     14744856   6:14744856  0.0819672      6     14009756   6:14009756  0.0819672   0.00797194 
     6     14744856   6:14744856  0.0819672      6     14009802   6:14009802   0.114754    0.0115741 
     6     14744856   6:14744856  0.0819672      6     14009976   6:14009976   0.360656    0.0503663 
     6     14744856   6:14744856  0.0819672      6     14010124   6:14010124    0.42623    0.0663265 
     6     14744856   6:14744856  0.0819672      6     14010703   6:14010703  0.0655738     0.416181 
     6     14744856   6:14744856  0.0819672      6     14011070   6:14011070  0.0819672    0.0165306 
     6     14744856   6:14744856  0.0819672      6     14011356   6:14011356  0.0819672    0.0165306 
     6     14744856   6:14744856  0.0819672      6     14011578   6:14011578  0.0819672     0.318418 
     6     14744856   6:14744856  0.0819672      6     14011922   6:14011922  0.0655738   0.00626566 
     6     14744856   6:14744856  0.0819672      6     14012351   6:14012351   0.360656    0.0503663 
     6     14744856   6:14744856  0.0819672      6     14013487   6:14013487  0.0819672    0.0165306 
     6     14744856   6:14744856  0.0819672      6     14014064   6:14014064  0.0983607   0.00974026 
     6     14744856   6:14744856  0.0819672      6     14014269   6:14014269  0.0655738   0.00626566 
     6     14744856   6:14744856  0.0819672      6     14014328   6:14014328   0.360656    0.0503663 
     6     14744856   6:14744856  0.0819672      6     14014421   6:14014421  0.0819672    0.0165306 
     6     14744856   6:14744856  0.0819672      6     14014565   6:14014565   0.213115    0.0241815 
     6     14744856   6:14744856  0.0819672      6     14014882   6:14014882  0.0819672    0.0165306 
     6     14744856   6:14744856  0.0819672      6     14015412   6:14015412  0.0655738   0.00626566 
     6     14744856   6:14744856  0.0819672      6     14015603   6:14015603  0.0655738   0.00626566 
     6     14744856   6:14744856  0.0819672      6     14018960   6:14018960   0.114754    0.0115741 
     6     14744856   6:14744856  0.0819672      6     14019473   6:14019473   0.114754    0.0115741 
     6     14744856   6:14744856  0.0819672      6     14019735   6:14019735  0.0655738   0.00626566 
     6     14744856   6:14744856  0.0819672      6     14019981   6:14019981  0.0983607   0.00974026 
     6     14744856   6:14744856  0.0819672      6     14020467   6:14020467   0.360656    0.0503663 
     6     14744856   6:14744856  0.0819672      6     14021274   6:14021274  0.0983607   0.00974026 
     6     14744856   6:14744856  0.0819672      6     14022462   6:14022462  0.0819672    0.0165306 
     6     14744856   6:14744856  0.0819672      6     14022646   6:14022646    0.42623    0.0663265 
     6     14744856   6:14744856  0.0819672      6     14023176   6:14023176   0.327869     0.043554 
     6     14744856   6:14744856  0.0819672      6     14023656   6:14023656   0.442623    0.0709034 
     6     14744856   6:14744856  0.0819672      6     14024083   6:14024083   0.442623    0.0709034 
     6     14744856   6:14744856  0.0819672      6     14024347   6:14024347  0.0655738   0.00626566 
     6     14744856   6:14744856  0.0819672      6     14026723   6:14026723   0.360656    0.0503663 
     6     14744856   6:14744856  0.0819672      6     14026771   6:14026771    0.47541    0.0985222 
     6     14744856   6:14744856  0.0819672      6     14026996   6:14026996   0.213115    0.0241815 
     6     14744856   6:14744856  0.0819672      6     14027457   6:14027457   0.196721    0.0218659 
     6     14744856   6:14744856  0.0819672      6     14027611   6:14027611   0.442623    0.0709034 
     6     14744856   6:14744856  0.0819672      6     14027871   6:14027871    0.42623    0.0663265 
     6     14744856   6:14744856  0.0819672      6     14028312   6:14028312   0.360656    0.0503663 
     6     14744856   6:14744856  0.0819672      6     14028387   6:14028387  0.0983607   0.00974026 
     6     14744856   6:14744856  0.0819672      6     14028396   6:14028396  0.0819672    0.0165306 
     6     14744856   6:14744856  0.0819672      6     14028424   6:14028424   0.114754    0.0115741 
     6     14744856   6:14744856  0.0819672      6     14028470   6:14028470   0.360656    0.0503663 
     6     14744856   6:14744856  0.0819672      6     14029022   6:14029022   0.442623    0.0709034 
     6     14744856   6:14744856  0.0819672      6     14029111   6:14029111   0.459016    0.0757576 
     6     14744856   6:14744856  0.0819672      6     14029136   6:14029136  0.0655738   0.00626566 
     6     14744856   6:14744856  0.0819672      6     14029210   6:14029210  0.0655738   0.00626566 
     6     14744856   6:14744856  0.0819672      6     14029852   6:14029852    0.42623    0.0663265 
     6     14744856   6:14744856  0.0819672      6     14030219   6:14030219    0.42623    0.0663265 
     6     14744856   6:14744856  0.0819672      6     14030490   6:14030490  0.0819672    0.0165306 
     6     14744856   6:14744856  0.0819672      6     14030781   6:14030781   0.213115    0.0241815 
     6     14744856   6:14744856  0.0819672      6     14030894   6:14030894  0.0819672    0.0165306 
     6     14744856   6:14744856  0.0819672      6     14030959   6:14030959   0.131148    0.0134771 
     6     14744856   6:14744856  0.0819672      6     14031168   6:14031168  0.0655738   0.00626566 
     6     14744856   6:14744856  0.0819672      6     14031369   6:14031369  0.0819672    0.0165306 
     6     14744856   6:14744856  0.0819672      6     14032975   6:14032975   0.114754    0.0115741 
     6     14744856   6:14744856  0.0819672      6     14033007   6:14033007   0.114754    0.0115741 
     6     14744856   6:14744856  0.0819672      6     14033039   6:14033039  0.0655738   0.00626566 
     6     14744856   6:14744856  0.0819672      6     14033722   6:14033722   0.360656    0.0503663 
     6     14744856   6:14744856  0.0819672      6     14033789   6:14033789  0.0819672    0.0165306 
     6     14744856   6:14744856  0.0819672      6     14035998   6:14035998  0.0983607   0.00974026 
     6     14744856   6:14744856  0.0819672      6     14036084   6:14036084  0.0655738   0.00626566 
     6     14744856   6:14744856  0.0819672      6     14036234   6:14036234   0.131148    0.0134771 
     6     14744856   6:14744856  0.0819672      6     14036359   6:14036359  0.0655738   0.00626566 
     6     14744856   6:14744856  0.0819672      6     14036668   6:14036668   0.360656    0.0503663 
     6     14744856   6:14744856  0.0819672      6     14036931   6:14036931  0.0655738   0.00626566 
     6     14744856   6:14744856  0.0819672      6     14037016   6:14037016  0.0655738   0.00626566 
     6     14744856   6:14744856  0.0819672      6     14037234   6:14037234  0.0655738   0.00626566 
     6     14744856   6:14744856  0.0819672      6     14037279   6:14037279   0.360656    0.0503663 
     6     14744856   6:14744856  0.0819672      6     14038264   6:14038264   0.131148    0.0134771 
     6     14744856   6:14744856  0.0819672      6     14038363   6:14038363    0.42623    0.0510047 
     6     14744856   6:14744856  0.0819672      6     14038444   6:14038444   0.213115    0.0241815 
     6     14744856   6:14744856  0.0819672      6     14038510   6:14038510   0.114754    0.0115741 
     6     14744856   6:14744856  0.0819672      6     14039725   6:14039725   0.131148    0.0134771 
     6     14744856   6:14744856  0.0819672      6     14039756   6:14039756   0.360656    0.0503663 
     6     14744856   6:14744856  0.0819672      6     14040712   6:14040712  0.0655738   0.00626566 
     6     14744856   6:14744856  0.0819672      6     14040747   6:14040747  0.0819672    0.0165306 
     6     14744856   6:14744856  0.0819672      6     14041335   6:14041335  0.0819672    0.0165306 
     6     14744856   6:14744856  0.0819672      6     14041646   6:14041646   0.131148    0.0134771 
     6     14744856   6:14744856  0.0819672      6     14041974   6:14041974   0.114754    0.0115741 
     6     14744856   6:14744856  0.0819672      6     14042028   6:14042028   0.360656    0.0503663 
     6     14744856   6:14744856  0.0819672      6     14042096   6:14042096   0.131148    0.0134771 
     6     14744856   6:14744856  0.0819672      6     14042515   6:14042515   0.131148    0.0134771 
     6     14744856   6:14744856  0.0819672      6     14042664   6:14042664   0.360656    0.0503663 
     6     14744856   6:14744856  0.0819672      6     14042677   6:14042677  0.0655738   0.00626566 
     6     14744856   6:14744856  0.0819672      6     14043611   6:14043611  0.0983607    0.0104004 
     6     14744856   6:14744856  0.0819672      6     14043961   6:14043961   0.360656    0.0503663 
     6     14744856   6:14744856  0.0819672      6     14043962   6:14043962  0.0819672    0.0165306 
     6     14744856   6:14744856  0.0819672      6     14044003   6:14044003   0.278689    0.0344968 
     6     14744856   6:14744856  0.0819672      6     14044149   6:14044149  0.0983607    0.0104004 
     6     14744856   6:14744856  0.0819672      6     14044731   6:14044731   0.360656    0.0503663 
     6     14744856   6:14744856  0.0819672      6     14044863   6:14044863   0.491803    0.0339324 
     6     14744856   6:14744856  0.0819672      6     14044929   6:14044929   0.131148     0.350539 
     6     14744856   6:14744856  0.0819672      6     14045402   6:14045402   0.409836     0.062004 
     6     14744856   6:14744856  0.0819672      6     14045940   6:14045940   0.491803    0.0339324 
     6     14744856   6:14744856  0.0819672      6     14046085   6:14046085   0.491803    0.0339324 
     6     14744856   6:14744856  0.0819672      6     14046140   6:14046140  0.0655738   0.00626566 
     6     14744856   6:14744856  0.0819672      6     14046150   6:14046150  0.0983607    0.0104004 
     6     14744856   6:14744856  0.0819672      6     14046222   6:14046222   0.360656    0.0503663 
     6     14744856   6:14744856  0.0819672      6     14047025   6:14047025   0.491803    0.0339324 
     6     14744856   6:14744856  0.0819672      6     14047276   6:14047276  0.0819672    0.0165306 
     6     14744856   6:14744856  0.0819672      6     14047935   6:14047935   0.114754    0.0115741 
     6     14744856   6:14744856  0.0819672      6     14048045   6:14048045   0.114754    0.0115741 
     6     14744856   6:14744856  0.0819672      6     14048133   6:14048133   0.180328    0.0196429 
     6     14744856   6:14744856  0.0819672      6     14048182   6:14048182   0.114754    0.0115741 
     6     14744856   6:14744856  0.0819672      6     14048237   6:14048237   0.327869   0.00662456 
     6     14744856   6:14744856  0.0819672      6     14048480   6:14048480  0.0655738   0.00626566 
     6     14744856   6:14744856  0.0819672      6     14048592   6:14048592   0.327869   0.00662456 
     6     14744856   6:14744856  0.0819672      6     14048907   6:14048907   0.360656    0.0503663 
     6     14744856   6:14744856  0.0819672      6     14049266   6:14049266  0.0819672    0.0165306 
     6     14744856   6:14744856  0.0819672      6     14049486   6:14049486   0.360656    0.0503663 
     6     14744856   6:14744856  0.0819672      6     14049709   6:14049709  0.0983607   0.00974026 
     6     14744856   6:14744856  0.0819672      6     14049732   6:14049732   0.327869   0.00662456 
     6     14744856   6:14744856  0.0819672      6     14049849   6:14049849  0.0655738   0.00626566 
     6     14744856   6:14744856  0.0819672      6     14050212   6:14050212   0.114754    0.0115741 
     6     14744856   6:14744856  0.0819672      6     14050434   6:14050434   0.114754    0.0115741 
     6     14744856   6:14744856  0.0819672      6     14050656   6:14050656   0.213115  9.15751e-05 
     6     14744856   6:14744856  0.0819672      6     14050660   6:14050660   0.213115  9.15751e-05 
     6     14744856   6:14744856  0.0819672      6     14050985   6:14050985   0.114754    0.0115741 
     6     14744856   6:14744856  0.0819672      6     14051257   6:14051257   0.114754    0.0115741 
     6     14744856   6:14744856  0.0819672      6     14052124   6:14052124   0.163934     0.017507 
     6     14744856   6:14744856  0.0819672      6     14052375   6:14052375   0.213115  9.15751e-05 
     6     14744856   6:14744856  0.0819672      6     14052609   6:14052609   0.131148     0.350539 
     6     14744856   6:14744856  0.0819672      6     14052721   6:14052721   0.163934     0.017507 
     6     14744856   6:14744856  0.0819672      6     14052746   6:14052746  0.0819672    0.0165306 
     6     14744856   6:14744856  0.0819672      6     14052960   6:14052960   0.114754    0.0115741 
     6     14744856   6:14744856  0.0819672      6     14053008   6:14053008   0.114754    0.0115741 
     6     14744856   6:14744856  0.0819672      6     14053078   6:14053078   0.278689    0.0344968 
     6     14744856   6:14744856  0.0819672      6     14053238   6:14053238   0.114754    0.0115741 
     6     14744856   6:14744856  0.0819672      6     14053269   6:14053269   0.114754    0.0115741 
     6     14744856   6:14744856  0.0819672      6     14053466   6:14053466   0.114754    0.0115741 
     6     14744856   6:14744856  0.0819672      6     14053566   6:14053566   0.114754    0.0115741 
     6     14744856   6:14744856  0.0819672      6     14053885   6:14053885  0.0655738   0.00626566 
     6     14744856   6:14744856  0.0819672      6     14054799   6:14054799   0.114754    0.0115741 
     6     14744856   6:14744856  0.0819672      6     14055106   6:14055106   0.163934     0.017507 
     6     14744856   6:14744856  0.0819672      6     14055305   6:14055305   0.114754    0.0115741 
     6     14744856   6:14744856  0.0819672      6     14055636   6:14055636   0.163934     0.017507 
     6     14744856   6:14744856  0.0819672      6     14055670   6:14055670  0.0819672    0.0165306 
     6     14744856   6:14744856  0.0819672      6     14055676   6:14055676  0.0819672    0.0165306 
     6     14744856   6:14744856  0.0819672      6     14055704   6:14055704    0.42623    0.0186852 
     6     14744856   6:14744856  0.0819672      6     14055748   6:14055748   0.114754    0.0115741 
     6     14744856   6:14744856  0.0819672      6     14055799   6:14055799  0.0983607   0.00974026 
     6     14744856   6:14744856  0.0819672      6     14055800   6:14055800   0.131148     0.350539 
     6     14744856   6:14744856  0.0819672      6     14056184   6:14056184   0.163934     0.017507 
     6     14744856   6:14744856  0.0819672      6     14056275   6:14056275   0.114754    0.0115741 
     6     14744856   6:14744856  0.0819672      6     14056724   6:14056724    0.42623    0.0186852 
     6     14744856   6:14744856  0.0819672      6     14056729   6:14056729   0.278689    0.0344968 
     6     14744856   6:14744856  0.0819672      6     14056900   6:14056900   0.114754    0.0115741 
     6     14744856   6:14744856  0.0819672      6     14056951   6:14056951   0.114754    0.0115741 
     6     14744856   6:14744856  0.0819672      6     14056977   6:14056977   0.114754    0.0115741 
     6     14744856   6:14744856  0.0819672      6     14056983   6:14056983  0.0983607   0.00974026 
     6     14744856   6:14744856  0.0819672      6     14056992   6:14056992   0.114754    0.0115741 
     6     14744856   6:14744856  0.0819672      6     14057125   6:14057125   0.163934     0.017507 
     6     14744856   6:14744856  0.0819672      6     14057253   6:14057253  0.0655738   0.00626566 
     6     14744856   6:14744856  0.0819672      6     14057335   6:14057335   0.360656    0.0503663 
     6     14744856   6:14744856  0.0819672      6     14057741   6:14057741   0.114754    0.0115741 
     6     14744856   6:14744856  0.0819672      6     14057751   6:14057751  0.0655738   0.00626566 
     6     14744856   6:14744856  0.0819672      6     14058225   6:14058225  0.0819672    0.0165306 
     6     14744856   6:14744856  0.0819672      6     14058754   6:14058754   0.360656    0.0503663 
     6     14744856   6:14744856  0.0819672      6     14059021   6:14059021  0.0983607   0.00974026 
     6     14744856   6:14744856  0.0819672      6     14059383   6:14059383   0.114754    0.0115741 
     6     14744856   6:14744856  0.0819672      6     14059480   6:14059480   0.163934     0.017507 
     6     14744856   6:14744856  0.0819672      6     14060025   6:14060025   0.163934     0.017507 
     6     14744856   6:14744856  0.0819672      6     14060539   6:14060539   0.114754    0.0115741 
     6     14744856   6:14744856  0.0819672      6     14060899   6:14060899  0.0819672    0.0165306 
     6     14744856   6:14744856  0.0819672      6     14060957   6:14060957   0.114754    0.0115741 
     6     14744856   6:14744856  0.0819672      6     14061320   6:14061320  0.0655738   0.00626566 
     6     14744856   6:14744856  0.0819672      6     14061353   6:14061353  0.0983607   0.00974026 
     6     14744856   6:14744856  0.0819672      6     14062347   6:14062347   0.163934    0.0363025 
     6     14744856   6:14744856  0.0819672      6     14062348   6:14062348  0.0819672    0.0165306 
     6     14744856   6:14744856  0.0819672      6     14062383   6:14062383   0.147541    0.0019536 
     6     14744856   6:14744856  0.0819672      6     14063629   6:14063629  0.0655738   0.00626566 
     6     14744856   6:14744856  0.0819672      6     14063781   6:14063781   0.295082   0.00388058 
     6     14744856   6:14744856  0.0819672      6     14064215   6:14064215  0.0819672    0.0165306 
     6     14744856   6:14744856  0.0819672      6     14064518   6:14064518   0.295082   0.00388058 
     6     14744856   6:14744856  0.0819672      6     14066050   6:14066050   0.131148   0.00371462 
     6     14744856   6:14744856  0.0819672      6     14066415   6:14066415   0.163934     0.017507 
     6     14744856   6:14744856  0.0819672      6     14066946   6:14066946   0.295082   0.00388058 
     6     14744856   6:14744856  0.0819672      6     14067378   6:14067378  0.0655738   0.00626566 
     6     14744856   6:14744856  0.0819672      6     14067413   6:14067413   0.163934     0.123873 
     6     14744856   6:14744856  0.0819672      6     14067908   6:14067908   0.327869    0.0300044 
     6     14744856   6:14744856  0.0819672      6     14068151   6:14068151   0.163934     0.123873 
     6     14744856   6:14744856  0.0819672      6     14068253   6:14068253   0.114754    0.0115741 
     6     14744856   6:14744856  0.0819672      6     14068686   6:14068686   0.114754    0.0115741 
     6     14744856   6:14744856  0.0819672      6     14069022   6:14069022  0.0983607   0.00974026 
     6     14744856   6:14744856  0.0819672      6     14069121   6:14069121   0.163934     0.123873 
     6     14744856   6:14744856  0.0819672      6     14069627   6:14069627    0.47541    0.0809152 
     6     14744856   6:14744856  0.0819672      6     14069756   6:14069756   0.147541    0.0154533 
     6     14744856   6:14744856  0.0819672      6     14069879   6:14069879   0.360656    0.0503663 
     6     14744856   6:14744856  0.0819672      6     14070328   6:14070328   0.147541    0.0154533 
     6     14744856   6:14744856  0.0819672      6     14070556   6:14070556  0.0983607   0.00974026 
     6     14744856   6:14744856  0.0819672      6     14070637   6:14070637   0.163934     0.123873 
     6     14744856   6:14744856  0.0819672      6     14070797   6:14070797   0.147541    0.0154533 
     6     14744856   6:14744856  0.0819672      6     14070885   6:14070885   0.147541    0.0154533 
     6     14744856   6:14744856  0.0819672      6     14070898   6:14070898   0.147541    0.0154533 
     6     14744856   6:14744856  0.0819672      6     14072058   6:14072058  0.0655738   0.00626566 
     6     14744856   6:14744856  0.0819672      6     14072127   6:14072127   0.360656    0.0503663 
     6     14744856   6:14744856  0.0819672      6     14072128   6:14072128   0.360656    0.0503663 
     6     14744856   6:14744856  0.0819672      6     14072153   6:14072153   0.327869    0.0300044 
     6     14744856   6:14744856  0.0819672      6     14072359   6:14072359   0.180328      0.10639 
     6     14744856   6:14744856  0.0819672      6     14072397   6:14072397  0.0655738   0.00626566 
     6     14744856   6:14744856  0.0819672      6     14072416   6:14072416   0.147541    0.0154533 
     6     14744856   6:14744856  0.0819672      6     14072897   6:14072897   0.180328      0.10639 
     6     14744856   6:14744856  0.0819672      6     14073110   6:14073110   0.147541    0.0154533 
     6     14744856   6:14744856  0.0819672      6     14073209   6:14073209   0.180328      0.10639 
     6     14744856   6:14744856  0.0819672      6     14073676   6:14073676   0.327869    0.0300044 
     6     14744856   6:14744856  0.0819672      6     14073894   6:14073894   0.147541    0.0154533 
     6     14744856   6:14744856  0.0819672      6     14073927   6:14073927  0.0983607   0.00974026 
     6     14744856   6:14744856  0.0819672      6     14074471   6:14074471   0.459016      0.10523 
     6     14744856   6:14744856  0.0819672      6     14075857   6:14075857   0.459016      0.10523 
     6     14744856   6:14744856  0.0819672      6     14076057   6:14076057   0.147541    0.0154533 
     6     14744856   6:14744856  0.0819672      6     14076321   6:14076321   0.163934    0.0363025 
     6     14744856   6:14744856  0.0819672      6     14076432   6:14076432   0.147541    0.0154533 
     6     14744856   6:14744856  0.0819672      6     14076737   6:14076737   0.180328    0.0196429 
     6     14744856   6:14744856  0.0819672      6     14077223   6:14077223   0.311475   0.00326262 
     6     14744856   6:14744856  0.0819672      6     14077651   6:14077651   0.131148    0.0566375 
     6     14744856   6:14744856  0.0819672      6     14077746   6:14077746  0.0819672    0.0165306 
     6     14744856   6:14744856  0.0819672      6     14078081   6:14078081   0.196721    0.0233479 
     6     14744856   6:14744856  0.0819672      6     14078319   6:14078319   0.213115    0.0796932 
     6     14744856   6:14744856  0.0819672      6     14078536   6:14078536   0.114754    0.0115741 
     6     14744856   6:14744856  0.0819672      6     14078620   6:14078620  0.0983607   0.00974026 
     6     14744856   6:14744856  0.0819672      6     14079198   6:14079198   0.213115    0.0796932 
     6     14744856   6:14744856  0.0819672      6     14079234   6:14079234   0.196721    0.0233479 
     6     14744856   6:14744856  0.0819672      6     14079256   6:14079256   0.147541    0.0452457 
     6     14744856   6:14744856  0.0819672      6     14079450   6:14079450   0.147541    0.0452457 
     6     14744856   6:14744856  0.0819672      6     14079779   6:14079779   0.163934    0.0363025 
     6     14744856   6:14744856  0.0819672      6     14080153   6:14080153   0.360656    0.0503663 
     6     14744856   6:14744856  0.0819672      6     14081300   6:14081300   0.180328      0.10639 
     6     14744856   6:14744856  0.0819672      6     14081452   6:14081452   0.360656    0.0503663 
     6     14744856   6:14744856  0.0819672      6     14081828   6:14081828   0.163934    0.0363025 
     6     14744856   6:14744856  0.0819672      6     14082539   6:14082539    0.47541   0.00555727 
     6     14744856   6:14744856  0.0819672      6     14082744   6:14082744   0.360656  0.000599401 
     6     14744856   6:14744856  0.0819672      6     14083516   6:14083516   0.409836  3.57143e-05 
     6     14744856   6:14744856  0.0819672      6     14083550   6:14083550   0.180328    0.0196429 
     6     14744856   6:14744856  0.0819672      6     14083859   6:14083859   0.409836  3.57143e-05 
     6     14744856   6:14744856  0.0819672      6     14083936   6:14083936   0.360656    0.0503663 
     6     14744856   6:14744856  0.0819672      6     14084541   6:14084541   0.114754    0.0115741 
     6     14744856   6:14744856  0.0819672      6     14085248   6:14085248  0.0983607   0.00974026 
     6     14744856   6:14744856  0.0819672      6     14085260   6:14085260   0.409836  3.57143e-05 
     6     14744856   6:14744856  0.0819672      6     14085261   6:14085261   0.459016   0.00125232 
     6     14744856   6:14744856  0.0819672      6     14085874   6:14085874  0.0819672    0.0165306 
     6     14744856   6:14744856  0.0819672      6     14086088   6:14086088   0.409836  3.57143e-05 
     6     14744856   6:14744856  0.0819672      6     14086091   6:14086091   0.147541    0.0452457 
     6     14744856   6:14744856  0.0819672      6     14086394   6:14086394   0.360656    0.0503663 
     6     14744856   6:14744856  0.0819672      6     14086637   6:14086637   0.114754    0.0115741 
     6     14744856   6:14744856  0.0819672      6     14087927   6:14087927   0.459016   0.00125232 
     6     14744856   6:14744856  0.0819672      6     14088637   6:14088637   0.459016   0.00125232 
     6     14744856   6:14744856  0.0819672      6     14089303   6:14089303   0.459016   0.00125232 
     6     14744856   6:14744856  0.0819672      6     14089612   6:14089612  0.0983607   0.00974026 
     6     14744856   6:14744856  0.0819672      6     14089716   6:14089716   0.114754    0.0115741 
     6     14744856   6:14744856  0.0819672      6     14089776   6:14089776   0.459016   0.00125232 
     6     14744856   6:14744856  0.0819672      6     14090017   6:14090017   0.409836  3.57143e-05 
     6     14744856   6:14744856  0.0819672      6     14090786   6:14090786   0.180328    0.0196429 
     6     14744856   6:14744856  0.0819672      6     14091406   6:14091406   0.114754    0.0115741 
     6     14744856   6:14744856  0.0819672      6     14091424   6:14091424   0.393443    0.0140002 
     6     14744856   6:14744856  0.0819672      6     14092932   6:14092932   0.377049    0.0119157 
     6     14744856   6:14744856  0.0819672      6     14093252   6:14093252   0.442623    0.0213041 
     6     14744856   6:14744856  0.0819672      6     14093465   6:14093465  0.0983607   0.00974026 
     6     14744856   6:14744856  0.0819672      6     14093827   6:14093827  0.0819672    0.0165306 
     6     14744856   6:14744856  0.0819672      6     14094086   6:14094086   0.393443    0.0140002 
     6     14744856   6:14744856  0.0819672      6     14094539   6:14094539   0.114754    0.0115741 
     6     14744856   6:14744856  0.0819672      6     14094644   6:14094644   0.114754    0.0115741 
     6     14744856   6:14744856  0.0819672      6     14094902   6:14094902  0.0983607    0.0104004 
     6     14744856   6:14744856  0.0819672      6     14094946   6:14094946   0.442623    0.0213041 
     6     14744856   6:14744856  0.0819672      6     14095154   6:14095154   0.163934     0.017507 
     6     14744856   6:14744856  0.0819672      6     14095304   6:14095304   0.442623    0.0213041 
     6     14744856   6:14744856  0.0819672      6     14095337   6:14095337   0.360656    0.0503663 
     6     14744856   6:14744856  0.0819672      6     14096578   6:14096578   0.114754    0.0115741 
     6     14744856   6:14744856  0.0819672      6     14096622   6:14096622   0.442623    0.0213041 
     6     14744856   6:14744856  0.0819672      6     14097570   6:14097570   0.114754    0.0115741 
     6     14744856   6:14744856  0.0819672      6     14097703   6:14097703   0.360656    0.0503663 
     6     14744856   6:14744856  0.0819672      6     14097860   6:14097860   0.360656    0.0503663 
     6     14744856   6:14744856  0.0819672      6     14098046   6:14098046   0.360656    0.0503663 
     6     14744856   6:14744856  0.0819672      6     14098086   6:14098086   0.360656    0.0503663 
     6     14744856   6:14744856  0.0819672      6     14098344   6:14098344    0.42623    0.0186852 
     6     14744856   6:14744856  0.0819672      6     14098419   6:14098419   0.131148    0.0134771 
     6     14744856   6:14744856  0.0819672      6     14099031   6:14099031   0.360656    0.0503663 
     6     14744856   6:14744856  0.0819672      6     14099146   6:14099146   0.360656    0.0503663 
     6     14744856   6:14744856  0.0819672      6     14099899   6:14099899   0.360656    0.0503663 
     6     14744856   6:14744856  0.0819672      6     14100403   6:14100403   0.245902    0.0603727 
     6     14744856   6:14744856  0.0819672      6     14100939   6:14100939    0.42623    0.0186852 
     6     14744856   6:14744856  0.0819672      6     14100941   6:14100941    0.42623    0.0186852 
     6     14744856   6:14744856  0.0819672      6     14101244   6:14101244   0.442623  0.000657485 
     6     14744856   6:14744856  0.0819672      6     14101319   6:14101319   0.114754    0.0115741 
     6     14744856   6:14744856  0.0819672      6     14101804   6:14101804   0.360656    0.0503663 
     6     14744856   6:14744856  0.0819672      6     14102610   6:14102610   0.131148    0.0134771 
     6     14744856   6:14744856  0.0819672      6     14103573   6:14103573  0.0655738   0.00626566 
     6     14744856   6:14744856  0.0819672      6     14103967   6:14103967   0.245902    0.0114337 
     6     14744856   6:14744856  0.0819672      6     14104129   6:14104129  0.0655738   0.00626566 
     6     14744856   6:14744856  0.0819672      6     14104487   6:14104487   0.393443  1.60875e-05 
     6     14744856   6:14744856  0.0819672      6     14106878   6:14106878   0.360656    0.0503663 
     6     14744856   6:14744856  0.0819672      6     14107563   6:14107563   0.459016   0.00714672 
     6     14744856   6:14744856  0.0819672      6     14108105   6:14108105   0.163934  0.000847339 
     6     14744856   6:14744856  0.0819672      6     14108129   6:14108129   0.360656    0.0503663 
     6     14744856   6:14744856  0.0819672      6     14108269   6:14108269   0.459016   0.00714672 
     6     14744856   6:14744856  0.0819672      6     14108354   6:14108354  0.0655738   0.00626566 
     6     14744856   6:14744856  0.0819672      6     14109314   6:14109314   0.459016   0.00714672 
     6     14744856   6:14744856  0.0819672      6     14110293   6:14110293    0.42623    0.0110243 
     6     14744856   6:14744856  0.0819672      6     14110495   6:14110495   0.393443  1.60875e-05 
     6     14744856   6:14744856  0.0819672      6     14110588   6:14110588   0.131148    0.0134771 
     6     14744856   6:14744856  0.0819672      6     14110693   6:14110693  0.0655738   0.00626566 
     6     14744856   6:14744856  0.0819672      6     14111288   6:14111288   0.344262     0.046875 
     6     14744856   6:14744856  0.0819672      6     14111954   6:14111954  0.0655738   0.00626566 
     6     14744856   6:14744856  0.0819672      6     14111968   6:14111968   0.393443  1.60875e-05 
     6     14744856   6:14744856  0.0819672      6     14112121   6:14112121  0.0655738   0.00626566 
