 CHR_A         BP_A    SNP_A      MAF_A  CHR_B         BP_B    SNP_B      MAF_B           R2 
     2        38586  2:38586   0.278689      2       178149 2:178149  0.0819672     0.231092 
     2        38586  2:38586   0.278689      2       178266 2:178266  0.0655738     0.181631 
     2        38586  2:38586   0.278689      2       178488 2:178488   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       178530 2:178530   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       179645 2:179645  0.0655738     0.181631 
     2        38586  2:38586   0.278689      2       179677 2:179677  0.0655738     0.181631 
     2        38586  2:38586   0.278689      2       179729 2:179729  0.0819672     0.231092 
     2        38586  2:38586   0.278689      2       179836 2:179836  0.0983607     0.282353 
     2        38586  2:38586   0.278689      2       179951 2:179951   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       180545 2:180545   0.295082     0.230114 
     2        38586  2:38586   0.278689      2       180755 2:180755   0.459016     0.361715 
     2        38586  2:38586   0.278689      2       180883 2:180883   0.295082     0.230114 
     2        38586  2:38586   0.278689      2       181056 2:181056  0.0819672     0.231092 
     2        38586  2:38586   0.278689      2       181502 2:181502    0.42623     0.287013 
     2        38586  2:38586   0.278689      2       181819 2:181819  0.0655738     0.181631 
     2        38586  2:38586   0.278689      2       181856 2:181856  0.0983607     0.282353 
     2        38586  2:38586   0.278689      2       182016 2:182016   0.295082     0.230114 
     2        38586  2:38586   0.278689      2       182175 2:182175  0.0819672     0.231092 
     2        38586  2:38586   0.278689      2       182451 2:182451   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       182819 2:182819  0.0819672     0.231092 
     2        38586  2:38586   0.278689      2       183158 2:183158   0.327869     0.178624 
     2        38586  2:38586   0.278689      2       183821 2:183821   0.295082     0.230114 
     2        38586  2:38586   0.278689      2       183916 2:183916   0.295082     0.230114 
     2        38586  2:38586   0.278689      2       184007 2:184007  0.0655738     0.181631 
     2        38586  2:38586   0.278689      2       184353 2:184353   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       184411 2:184411  0.0983607     0.282353 
     2        38586  2:38586   0.278689      2       184970 2:184970   0.213115    0.0450453 
     2        38586  2:38586   0.278689      2       185028 2:185028   0.295082     0.230114 
     2        38586  2:38586   0.278689      2       185303 2:185303   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       185373 2:185373  0.0983607     0.282353 
     2        38586  2:38586   0.278689      2       185616 2:185616  0.0655738     0.181631 
     2        38586  2:38586   0.278689      2       185901 2:185901  0.0819672     0.231092 
     2        38586  2:38586   0.278689      2       185953 2:185953  0.0655738     0.181631 
     2        38586  2:38586   0.278689      2       186366 2:186366   0.295082     0.230114 
     2        38586  2:38586   0.278689      2       186530 2:186530   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       186569 2:186569  0.0819672     0.231092 
     2        38586  2:38586   0.278689      2       187451 2:187451   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       187682 2:187682   0.295082     0.230114 
     2        38586  2:38586   0.278689      2       187850 2:187850   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       187886 2:187886  0.0983607     0.282353 
     2        38586  2:38586   0.278689      2       188132 2:188132  0.0655738     0.181631 
     2        38586  2:38586   0.278689      2       188625 2:188625   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       188656 2:188656  0.0983607     0.282353 
     2        38586  2:38586   0.278689      2       189132 2:189132   0.295082     0.230114 
     2        38586  2:38586   0.278689      2       189275 2:189275   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       189460 2:189460  0.0983607     0.282353 
     2        38586  2:38586   0.278689      2       189463 2:189463  0.0983607     0.282353 
     2        38586  2:38586   0.278689      2       189650 2:189650   0.213115    0.0450453 
     2        38586  2:38586   0.278689      2       189701 2:189701  0.0655738     0.181631 
     2        38586  2:38586   0.278689      2       189794 2:189794   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       189826 2:189826  0.0983607     0.282353 
     2        38586  2:38586   0.278689      2       190037 2:190037   0.459016     0.361715 
     2        38586  2:38586   0.278689      2       190295 2:190295  0.0819672     0.231092 
     2        38586  2:38586   0.278689      2       190312 2:190312  0.0819672     0.120708 
     2        38586  2:38586   0.278689      2       190545 2:190545   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       190638 2:190638  0.0655738     0.181631 
     2        38586  2:38586   0.278689      2       190655 2:190655   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       190656 2:190656   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       190984 2:190984  0.0655738     0.181631 
     2        38586  2:38586   0.278689      2       191065 2:191065   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       192246 2:192246   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       192285 2:192285  0.0655738     0.181631 
     2        38586  2:38586   0.278689      2       192414 2:192414  0.0819672     0.231092 
     2        38586  2:38586   0.278689      2       192555 2:192555   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       192685 2:192685   0.327869     0.178624 
     2        38586  2:38586   0.278689      2       192905 2:192905   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       193407 2:193407  0.0983607     0.282353 
     2        38586  2:38586   0.278689      2       193572 2:193572  0.0983607     0.282353 
     2        38586  2:38586   0.278689      2       193800 2:193800  0.0655738     0.181631 
     2        38586  2:38586   0.278689      2       193948 2:193948   0.459016     0.361715 
     2        38586  2:38586   0.278689      2       194223 2:194223  0.0983607     0.282353 
     2        38586  2:38586   0.278689      2       194634 2:194634  0.0819672     0.231092 
     2        38586  2:38586   0.278689      2       194857 2:194857   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       194947 2:194947  0.0819672     0.231092 
     2        38586  2:38586   0.278689      2       195375 2:195375   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       195640 2:195640   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       195864 2:195864   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       196748 2:196748   0.459016     0.361715 
     2        38586  2:38586   0.278689      2       196857 2:196857  0.0983607     0.282353 
     2        38586  2:38586   0.278689      2       196871 2:196871  0.0819672     0.231092 
     2        38586  2:38586   0.278689      2       197166 2:197166   0.114754    0.0118977 
     2        38586  2:38586   0.278689      2       197370 2:197370   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       198151 2:198151  0.0655738     0.181631 
     2        38586  2:38586   0.278689      2       198152 2:198152  0.0655738     0.181631 
     2        38586  2:38586   0.278689      2       198433 2:198433   0.295082     0.230114 
     2        38586  2:38586   0.278689      2       198434 2:198434   0.295082     0.230114 
     2        38586  2:38586   0.278689      2       198494 2:198494   0.295082     0.230114 
     2        38586  2:38586   0.278689      2       198678 2:198678   0.213115    0.0450453 
     2        38586  2:38586   0.278689      2       198766 2:198766   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       198898 2:198898   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       199131 2:199131  0.0819672     0.231092 
     2        38586  2:38586   0.278689      2       199168 2:199168   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       199181 2:199181  0.0655738     0.181631 
     2        38586  2:38586   0.278689      2       199604 2:199604  0.0655738     0.181631 
     2        38586  2:38586   0.278689      2       200058 2:200058   0.295082     0.230114 
     2        38586  2:38586   0.278689      2       200248 2:200248   0.295082     0.230114 
     2        38586  2:38586   0.278689      2       200638 2:200638   0.295082     0.230114 
     2        38586  2:38586   0.278689      2       200674 2:200674  0.0983607     0.282353 
     2        38586  2:38586   0.278689      2       200829 2:200829   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       201616 2:201616  0.0983607     0.282353 
     2        38586  2:38586   0.278689      2       201637 2:201637  0.0983607     0.282353 
     2        38586  2:38586   0.278689      2       201638 2:201638  0.0983607     0.282353 
     2        38586  2:38586   0.278689      2       201652 2:201652  0.0655738     0.181631 
     2        38586  2:38586   0.278689      2       201787 2:201787   0.295082     0.230114 
     2        38586  2:38586   0.278689      2       203108 2:203108  0.0983607     0.282353 
     2        38586  2:38586   0.278689      2       203793 2:203793   0.295082     0.230114 
     2        38586  2:38586   0.278689      2       203942 2:203942   0.295082     0.230114 
     2        38586  2:38586   0.278689      2       205101 2:205101  0.0819672     0.231092 
     2        38586  2:38586   0.278689      2       205113 2:205113  0.0655738     0.181631 
     2        38586  2:38586   0.278689      2       205143 2:205143   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       205360 2:205360  0.0655738     0.181631 
     2        38586  2:38586   0.278689      2       205400 2:205400  0.0819672     0.231092 
     2        38586  2:38586   0.278689      2       206480 2:206480  0.0819672     0.231092 
     2        38586  2:38586   0.278689      2       207475 2:207475  0.0819672     0.231092 
     2        38586  2:38586   0.278689      2       208829 2:208829   0.295082     0.230114 
     2        38586  2:38586   0.278689      2       208939 2:208939   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       209602 2:209602   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       210290 2:210290  0.0819672     0.231092 
     2        38586  2:38586   0.278689      2       210486 2:210486  0.0655738     0.181631 
     2        38586  2:38586   0.278689      2       210923 2:210923  0.0983607     0.282353 
     2        38586  2:38586   0.278689      2       211080 2:211080   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       211151 2:211151  0.0655738     0.181631 
     2        38586  2:38586   0.278689      2       211363 2:211363  0.0819672     0.231092 
     2        38586  2:38586   0.278689      2       211939 2:211939   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       211979 2:211979   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       212052 2:212052   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       213147 2:213147  0.0983607     0.282353 
     2        38586  2:38586   0.278689      2       213844 2:213844   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       213959 2:213959   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       213968 2:213968   0.131148     0.166797 
     2        38586  2:38586   0.278689      2       214118 2:214118   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       214193 2:214193  0.0819672     0.231092 
     2        38586  2:38586   0.278689      2       214377 2:214377   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       214567 2:214567   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       214920 2:214920   0.131148     0.058319 
     2        38586  2:38586   0.278689      2       215106 2:215106   0.459016     0.361715 
     2        38586  2:38586   0.278689      2       215148 2:215148  0.0655738     0.181631 
     2        38586  2:38586   0.278689      2       215350 2:215350  0.0819672     0.231092 
     2        38586  2:38586   0.278689      2       216137 2:216137  0.0819672     0.231092 
     2        38586  2:38586   0.278689      2       216602 2:216602   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       216690 2:216690   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       217175 2:217175   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       217443 2:217443  0.0819672     0.231092 
     2        38586  2:38586   0.278689      2       217603 2:217603  0.0655738     0.181631 
     2        38586  2:38586   0.278689      2       217604 2:217604  0.0655738     0.181631 
     2        38586  2:38586   0.278689      2       218354 2:218354   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       218514 2:218514   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       218888 2:218888   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       219044 2:219044   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       219446 2:219446   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       219569 2:219569   0.327869     0.178624 
     2        38586  2:38586   0.278689      2       220164 2:220164  0.0983607     0.282353 
     2        38586  2:38586   0.278689      2       220357 2:220357  0.0819672     0.231092 
     2        38586  2:38586   0.278689      2       220435 2:220435   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       220592 2:220592   0.295082     0.230114 
     2        38586  2:38586   0.278689      2       221398 2:221398   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       222254 2:222254  0.0983607     0.282353 
     2        38586  2:38586   0.278689      2       222874 2:222874  0.0655738     0.181631 
     2        38586  2:38586   0.278689      2       223141 2:223141  0.0819672     0.231092 
     2        38586  2:38586   0.278689      2       223287 2:223287   0.295082     0.230114 
     2        38586  2:38586   0.278689      2       223305 2:223305   0.295082     0.230114 
     2        38586  2:38586   0.278689      2       224159 2:224159   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       224870 2:224870   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       224898 2:224898  0.0819672     0.231092 
     2        38586  2:38586   0.278689      2       225052 2:225052  0.0819672     0.231092 
     2        38586  2:38586   0.278689      2       225251 2:225251   0.295082     0.230114 
     2        38586  2:38586   0.278689      2       225258 2:225258   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       225269 2:225269   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       225436 2:225436   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       225617 2:225617   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       225660 2:225660  0.0983607    0.0421488 
     2        38586  2:38586   0.278689      2       225948 2:225948  0.0819672     0.231092 
     2        38586  2:38586   0.278689      2       226002 2:226002  0.0983607     0.282353 
     2        38586  2:38586   0.278689      2       226199 2:226199  0.0819672     0.231092 
     2        38586  2:38586   0.278689      2       226431 2:226431   0.295082     0.230114 
     2        38586  2:38586   0.278689      2       226814 2:226814   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       226821 2:226821   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       226927 2:226927   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       227126 2:227126   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       227265 2:227265   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       228083 2:228083  0.0983607     0.282353 
     2        38586  2:38586   0.278689      2       228165 2:228165   0.213115    0.0450453 
     2        38586  2:38586   0.278689      2       228262 2:228262   0.311475     0.280248 
     2        38586  2:38586   0.278689      2       228293 2:228293  0.0819672     0.231092 
     2        38586  2:38586   0.278689      2       229003 2:229003   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       229728 2:229728   0.295082     0.230114 
     2        38586  2:38586   0.278689      2       230139 2:230139   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       230253 2:230253   0.295082     0.230114 
     2        38586  2:38586   0.278689      2       230410 2:230410   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       230493 2:230493   0.295082     0.230114 
     2        38586  2:38586   0.278689      2       230629 2:230629   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       230738 2:230738  0.0983607     0.282353 
     2        38586  2:38586   0.278689      2       230899 2:230899   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       231687 2:231687  0.0819672     0.231092 
     2        38586  2:38586   0.278689      2       232233 2:232233   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       232330 2:232330   0.295082     0.230114 
     2        38586  2:38586   0.278689      2       232635 2:232635   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       232747 2:232747  0.0819672     0.231092 
     2        38586  2:38586   0.278689      2       232952 2:232952    0.42623     0.287013 
     2        38586  2:38586   0.278689      2       233229 2:233229   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       233245 2:233245   0.295082     0.230114 
     2        38586  2:38586   0.278689      2       235282 2:235282   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       235446 2:235446  0.0819672     0.231092 
     2        38586  2:38586   0.278689      2       235470 2:235470  0.0655738     0.181631 
     2        38586  2:38586   0.278689      2       236421 2:236421  0.0819672     0.231092 
     2        38586  2:38586   0.278689      2       236501 2:236501  0.0983607     0.282353 
     2        38586  2:38586   0.278689      2       236659 2:236659  0.0819672     0.231092 
     2        38586  2:38586   0.278689      2       237307 2:237307   0.213115    0.0450453 
     2        38586  2:38586   0.278689      2       237349 2:237349  0.0655738     0.181631 
     2        38586  2:38586   0.278689      2       237443 2:237443  0.0819672     0.231092 
     2        38586  2:38586   0.278689      2       237454 2:237454  0.0819672     0.231092 
     2        38586  2:38586   0.278689      2       237632 2:237632  0.0819672     0.231092 
     2        38586  2:38586   0.278689      2       238256 2:238256   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       238286 2:238286   0.295082     0.230114 
     2        38586  2:38586   0.278689      2       238415 2:238415   0.295082     0.230114 
     2        38586  2:38586   0.278689      2       238765 2:238765  0.0819672     0.231092 
     2        38586  2:38586   0.278689      2       239574 2:239574  0.0819672     0.231092 
     2        38586  2:38586   0.278689      2       240567 2:240567  0.0655738     0.181631 
     2        38586  2:38586   0.278689      2       240657 2:240657   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       240833 2:240833  0.0655738     0.181631 
     2        38586  2:38586   0.278689      2       241115 2:241115   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       241367 2:241367  0.0819672     0.231092 
     2        38586  2:38586   0.278689      2       241742 2:241742  0.0819672     0.231092 
     2        38586  2:38586   0.278689      2       242362 2:242362  0.0655738     0.181631 
     2        38586  2:38586   0.278689      2       242611 2:242611   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       243170 2:243170   0.213115    0.0450453 
     2        38586  2:38586   0.278689      2       243183 2:243183  0.0655738     0.181631 
     2        38586  2:38586   0.278689      2       244220 2:244220   0.229508    0.0725765 
     2        38586  2:38586   0.278689      2       244700 2:244700  0.0819672     0.231092 
     2        38586  2:38586   0.278689      2       245328 2:245328   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       245655 2:245655  0.0819672     0.231092 
     2        38586  2:38586   0.278689      2       245664 2:245664  0.0655738     0.181631 
     2        38586  2:38586   0.278689      2       246243 2:246243   0.459016     0.361715 
     2        38586  2:38586   0.278689      2       246464 2:246464   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       246615 2:246615  0.0819672     0.231092 
     2        38586  2:38586   0.278689      2       247094 2:247094   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       247207 2:247207  0.0819672     0.231092 
     2        38586  2:38586   0.278689      2       247318 2:247318   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       247565 2:247565   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       248347 2:248347   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       249497 2:249497  0.0655738     0.181631 
     2        38586  2:38586   0.278689      2       249962 2:249962  0.0819672     0.231092 
     2        38586  2:38586   0.278689      2       250124 2:250124   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       250333 2:250333   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       251019 2:251019   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       251645 2:251645   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       252436 2:252436  0.0655738     0.181631 
     2        38586  2:38586   0.278689      2       252754 2:252754  0.0819672     0.231092 
     2        38586  2:38586   0.278689      2       252809 2:252809  0.0655738     0.181631 
     2        38586  2:38586   0.278689      2       252941 2:252941  0.0819672     0.231092 
     2        38586  2:38586   0.278689      2       252975 2:252975   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       253223 2:253223   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       253650 2:253650  0.0819672     0.231092 
     2        38586  2:38586   0.278689      2       254280 2:254280   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       254609 2:254609  0.0819672     0.120708 
     2        38586  2:38586   0.278689      2       255360 2:255360   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       255728 2:255728   0.229508    0.0725765 
     2        38586  2:38586   0.278689      2       255962 2:255962   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       256354 2:256354   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       256896 2:256896  0.0819672     0.231092 
     2        38586  2:38586   0.278689      2       257101 2:257101   0.459016     0.361715 
     2        38586  2:38586   0.278689      2       257123 2:257123   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       257543 2:257543   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       258258 2:258258  0.0655738     0.181631 
     2        38586  2:38586   0.278689      2       258929 2:258929   0.114754    0.0118977 
     2        38586  2:38586   0.278689      2       259040 2:259040  0.0655738     0.181631 
     2        38586  2:38586   0.278689      2       259424 2:259424  0.0819672     0.231092 
     2        38586  2:38586   0.278689      2       260079 2:260079  0.0655738     0.181631 
     2        38586  2:38586   0.278689      2       261335 2:261335   0.114754     0.335512 
     2        38586  2:38586   0.278689      2       261336 2:261336   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       261561 2:261561   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       261781 2:261781   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       261877 2:261877   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       261917 2:261917   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       262025 2:262025   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       262198 2:262198   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       262614 2:262614   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       262623 2:262623   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       262629 2:262629   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       262645 2:262645   0.114754     0.335512 
     2        38586  2:38586   0.278689      2       262662 2:262662   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       262680 2:262680   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       262685 2:262685   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       262709 2:262709   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       262837 2:262837   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       262909 2:262909   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       262960 2:262960   0.459016     0.361715 
     2        38586  2:38586   0.278689      2       262963 2:262963   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       263034 2:263034  0.0819672     0.231092 
     2        38586  2:38586   0.278689      2       263051 2:263051   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       263241 2:263241   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       263256 2:263256   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       263311 2:263311   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       263333 2:263333   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       263334 2:263334   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       263402 2:263402   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       263404 2:263404   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       263407 2:263407   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       263417 2:263417   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       263418 2:263418   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       263431 2:263431   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       263448 2:263448   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       263481 2:263481   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       263497 2:263497   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       263518 2:263518   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       263534 2:263534   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       263553 2:263553   0.344262     0.609818 
     2        38586  2:38586   0.278689      2       263806 2:263806   0.459016     0.361715 
     2        38586  2:38586   0.278689      2       263874 2:263874   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       264002 2:264002   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       264173 2:264173   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       264292 2:264292   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       264478 2:264478   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       264481 2:264481   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       264516 2:264516   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       264530 2:264530  0.0655738     0.181631 
     2        38586  2:38586   0.278689      2       264534 2:264534   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       264546 2:264546   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       264581 2:264581   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       264600 2:264600   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       264616 2:264616   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       264628 2:264628   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       264638 2:264638   0.229508     0.196514 
     2        38586  2:38586   0.278689      2       264639 2:264639   0.229508     0.196514 
     2        38586  2:38586   0.278689      2       264647 2:264647   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       264648 2:264648   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       264659 2:264659   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       264726 2:264726   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       264755 2:264755  0.0655738    0.0271132 
     2        38586  2:38586   0.278689      2       264765 2:264765  0.0655738    0.0271132 
     2        38586  2:38586   0.278689      2       264768 2:264768  0.0655738    0.0271132 
     2        38586  2:38586   0.278689      2       264801 2:264801  0.0655738    0.0271132 
     2        38586  2:38586   0.278689      2       264806 2:264806  0.0655738    0.0271132 
     2        38586  2:38586   0.278689      2       264808 2:264808  0.0655738    0.0271132 
     2        38586  2:38586   0.278689      2       264818 2:264818  0.0655738    0.0271132 
     2        38586  2:38586   0.278689      2       264822 2:264822  0.0655738    0.0271132 
     2        38586  2:38586   0.278689      2       264855 2:264855  0.0655738    0.0271132 
     2        38586  2:38586   0.278689      2       264863 2:264863  0.0655738    0.0271132 
     2        38586  2:38586   0.278689      2       264868 2:264868  0.0655738    0.0271132 
     2        38586  2:38586   0.278689      2       264873 2:264873  0.0655738    0.0271132 
     2        38586  2:38586   0.278689      2       264882 2:264882  0.0655738    0.0271132 
     2        38586  2:38586   0.278689      2       264888 2:264888  0.0655738    0.0271132 
     2        38586  2:38586   0.278689      2       264891 2:264891  0.0655738    0.0271132 
     2        38586  2:38586   0.278689      2       264903 2:264903  0.0655738    0.0271132 
     2        38586  2:38586   0.278689      2       264905 2:264905  0.0655738    0.0271132 
     2        38586  2:38586   0.278689      2       264913 2:264913  0.0655738    0.0271132 
     2        38586  2:38586   0.278689      2       265014 2:265014  0.0655738     0.181631 
     2        38586  2:38586   0.278689      2       265742 2:265742  0.0819672     0.231092 
     2        38586  2:38586   0.278689      2       265819 2:265819   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       265822 2:265822   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       265823 2:265823   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       265873 2:265873   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       266001 2:266001   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       266008 2:266008   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       266010 2:266010   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       266082 2:266082   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       266104 2:266104   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       266114 2:266114   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       266121 2:266121   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       266214 2:266214   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       266233 2:266233   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       266287 2:266287   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       266405 2:266405   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       266413 2:266413   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       266432 2:266432   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       266627 2:266627   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       266638 2:266638   0.114754    0.0500842 
